locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,p_label,lfc_label,seqnames,type,ID,Name,gene,product,change,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,gene_emap,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
B4U62_01890,2785.3148990200434,-2.036811664491217,0.30625622987398143,-6.6506783072766416,2.917453186597143e-11,5.624488289382191e-10,yes,yes,CP020102.1,CDS,cds-AQZ89228.1,AQZ89228.1,ycgN,1-pyrroline-5-carboxylate dehydrogenase,down,224308.BSU03210,0,1009,"COG1012@1|root,COG1012@2|Bacteria,1TP4S@1239|Firmicutes,4HBS1@91061|Bacilli,1ZCI4@1386|Bacillus",91061|Bacilli,C,Belongs to the aldehyde dehydrogenase family. RocA subfamily,rocA,-,1.2.1.88,ko:K00294,"ko00250,ko00330,ko01100,map00250,map00330,map01100",-,"R00245,R00707,R00708,R04444,R04445,R05051","RC00080,RC00216,RC00242,RC00255","ko00000,ko00001,ko01000",-,-,iYO844.BSU37780,Aldedh
B4U62_01895,1137.4185546718304,-2.407050692160934,0.33588690419560674,-7.166253468337564,7.707800859532784e-13,1.8657160191657966e-11,yes,yes,CP020102.1,CDS,cds-AQZ89229.2,AQZ89229.2,ycgO,sodium/proline symporter,down,224308.BSU03220,0,914,"COG0591@1|root,COG0591@2|Bacteria,1TPVE@1239|Firmicutes,4H9KW@91061|Bacilli,1ZB64@1386|Bacillus",91061|Bacilli,E,Belongs to the sodium solute symporter (SSF) (TC 2.A.21) family,putP,-,-,ko:K11928,-,-,-,-,"ko00000,ko02000",2.A.21.2,-,-,SSF
B4U62_01955,244.51589733575923,-2.9413037140669296,0.3603914107958343,-8.161414578587753,3.311235234947199e-16,1.145004120528964e-14,yes,yes,CP020102.1,CDS,cds-AQZ89241.1,AQZ89241.1,yciA,GTP cyclohydrolase I FolE2,down,224308.BSU03340,1.0499999999999998e-222,613,"COG1469@1|root,COG1469@2|Bacteria,1TTA1@1239|Firmicutes,4H9P4@91061|Bacilli,1ZBW2@1386|Bacillus",91061|Bacilli,S,"Converts GTP to 7,8-dihydroneopterin triphosphate",folE2,-,3.5.4.16,ko:K09007,"ko00790,ko01100,map00790,map01100",M00126,"R00428,R04639,R05046,R05048","RC00263,RC00294,RC00323,RC00945,RC01188","ko00000,ko00001,ko00002,ko01000",-,-,-,GCHY-1
B4U62_01960,65.1792648282478,-2.5829555931324792,0.4007527183056565,-6.44526031926362,1.1540216599572695e-10,2.0950301551807596e-9,yes,yes,CP020102.1,CDS,cds-AQZ89242.1,AQZ89242.1,yciB,L'D-transpeptidase,down,224308.BSU03350,2.56e-141,398,"COG1376@1|root,COG1376@2|Bacteria,1V4KP@1239|Firmicutes,4HIBF@91061|Bacilli",91061|Bacilli,M,ErfK YbiS YcfS YnhG,-,-,-,-,-,-,-,-,-,-,-,-,YkuD
B4U62_01965,93.49971121947645,-3.5875746978008825,0.5585858104055437,-6.422602635029767,1.3396386598785421e-10,2.4019776300785218e-9,yes,yes,CP020102.1,CDS,cds-AQZ89243.1,AQZ89243.1,yczL,hypothetical protein,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_01970,1870.5933465108862,-3.6264242144863634,0.4477835205973142,-8.09861026071024,5.559056588924578e-16,1.8775821362747588e-14,yes,yes,CP020102.1,CDS,cds-AQZ89244.1,AQZ89244.1,yciC,cobalamin biosynthesis protein CobW,down,224308.BSU03360,6.779999999999999e-291,793,"COG0523@1|root,COG0523@2|Bacteria,1TPCG@1239|Firmicutes,4HARN@91061|Bacilli,1ZCV4@1386|Bacillus",91061|Bacilli,S,GTPases (G3E family),yciC,-,-,-,-,-,-,-,-,-,-,-,"CobW_C,cobW"
B4U62_02180,161.06618884490385,-2.867939000438268,0.5848278747144122,-4.903902711269983,9.395103529823357e-7,8.72803114700221e-6,yes,yes,CP020102.1,CDS,cds-AQZ89285.1,AQZ89285.1,phrC,phosphatase RapC inhibitor,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_02185,8875.377434494016,-2.0161555798572603,0.6353012742835223,-3.1735424773561687,0.0015059086461092425,0.006137739916836267,yes,yes,CP020102.1,CDS,cds-AQZ89286.1,AQZ89286.1,yczM,sporulation protein YjcZ,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_03130,265.3735050693992,2.2807612293413095,0.2535941561060112,8.993745220169314,2.3894597752272114e-19,1.1194490581360172e-17,yes,yes,CP020102.1,CDS,cds-AQZ89449.1,AQZ89449.1,ydfK,hypothetical protein,up,224308.BSU05450,6.789999999999999e-152,428,"COG1811@1|root,COG1811@2|Bacteria,1UH19@1239|Firmicutes,4HB4E@91061|Bacilli,1ZBSK@1386|Bacillus",91061|Bacilli,S,Protein of unknown function (DUF554),-,-,-,ko:K07150,-,-,-,-,ko00000,-,-,-,DUF554
B4U62_03565,41.76756020930062,-2.0546390329163047,0.41650218151482804,-4.933081083617702,8.094253348545507e-7,7.633476588660775e-6,yes,yes,CP020102.1,CDS,cds-AQZ89523.1,AQZ89523.1,ydjH,hypothetical protein,down,224308.BSU06200,3.96e-177,494,"COG1512@1|root,COG1512@2|Bacteria,1V8N5@1239|Firmicutes,4HN3N@91061|Bacilli,1ZF0N@1386|Bacillus",91061|Bacilli,S,COG1512 Beta-propeller domains of methanol dehydrogenase type,ydjH,-,-,ko:K06872,-,-,-,-,ko00000,-,-,-,TPM_phosphatase
B4U62_03665,14975.969322554438,2.3321796261378545,0.24470018312064537,9.530763714173487,1.5613035118278882e-21,9.192701893289336e-20,yes,yes,CP020102.1,CDS,cds-AQZ89542.1,AQZ89542.1,yebC,hypothetical protein,up,224308.BSU06380,1.4399999999999998e-165,466,"COG3064@1|root,COG3064@2|Bacteria,1VK5M@1239|Firmicutes,4HS44@91061|Bacilli,1ZF8F@1386|Bacillus",91061|Bacilli,M,Membrane,yebC,-,-,-,-,-,-,-,-,-,-,-,"zf-ribbon_3,zinc_ribbon_2"
B4U62_03960,287.45143441638743,-4.750092652690844,0.4367712453437979,-10.875470176503676,1.5087589576211934e-27,1.7299112574619842e-25,yes,yes,CP020102.1,CDS,cds-AQZ89598.1,AQZ89598.1,yesL,hypothetical protein,down,224308.BSU06940,3.52e-135,384,"COG5578@1|root,COG5578@2|Bacteria,1V4YK@1239|Firmicutes,4HHBR@91061|Bacilli,1ZGAP@1386|Bacillus",91061|Bacilli,S,"Protein of unknown function, DUF624",yesL,-,-,-,-,-,-,-,-,-,-,-,DUF624
B4U62_03965,140.01262015343673,-2.7376445939621035,0.387845491491468,-7.0585958945518055,1.6819341024999953e-12,3.8979717471236596e-11,yes,yes,CP020102.1,CDS,cds-AQZ89599.1,AQZ89599.1,yesM,two-component sensor histidine kinase,down,224308.BSU06950,0,1131,"COG2972@1|root,COG2972@2|Bacteria,1UU89@1239|Firmicutes,4HECK@91061|Bacilli,1ZAUI@1386|Bacillus",91061|Bacilli,T,Histidine kinase,yesM,-,2.7.13.3,ko:K07718,"ko02020,map02020",M00519,-,-,"ko00000,ko00001,ko00002,ko01000,ko01001,ko02022",-,-,-,"HAMP,HATPase_c,His_kinase,dCache_1"
B4U62_03970,72.79441118134011,-2.329810255878751,0.5176076615111224,-4.501112385154848,6.75987495811052e-6,5.140100382633078e-5,yes,yes,CP020102.1,CDS,cds-AQZ89600.1,AQZ89600.1,yesN,DNA-binding response regulator,down,224308.BSU06960,5.07e-260,713,"COG2207@1|root,COG4753@1|root,COG2207@2|Bacteria,COG4753@2|Bacteria,1UZKW@1239|Firmicutes,4HF1S@91061|Bacilli,1ZPXG@1386|Bacillus",91061|Bacilli,K,"helix_turn_helix, arabinose operon control protein",-,-,-,ko:K07720,"ko02020,map02020",M00519,-,-,"ko00000,ko00001,ko00002,ko02022",-,-,-,"HTH_18,Response_reg"
B4U62_04035,110.27518013559275,2.4442237699455625,0.3810564930256028,6.4143343957698615,1.4143944457466245e-10,2.5153128980073643e-9,yes,yes,CP020102.1,CDS,cds-AQZ89613.1,AQZ89613.1,yetA,hypothetical protein,up,224308.BSU07090,0,1808,"28I2Y@1|root,2Z86X@2|Bacteria,1UYYK@1239|Firmicutes,4HEZF@91061|Bacilli,1ZES9@1386|Bacillus",91061|Bacilli,-,-,yetA,-,-,-,-,-,-,-,-,-,-,-,-
B4U62_04085,71.29952740403449,-3.4539867089322867,0.7107582565828315,-4.859580141268131,1.176349571367985e-6,1.0744979208491218e-5,yes,yes,CP020102.1,CDS,cds-AQZ89621.1,AQZ89621.1,yezD,DUF2292 domain-containing protein,down,224308.BSU07190,1.09e-27,100,"COG5583@1|root,COG5583@2|Bacteria",2|Bacteria,S,Uncharacterized small protein (DUF2292),yezD,-,-,-,-,-,-,-,-,-,-,-,DUF2292
B4U62_04235,2999.3981309696455,-2.2900146589007657,0.36617542698339867,-6.253873116954373,4.003963526820332e-10,6.7880424460529915e-9,yes,yes,CP020102.1,CDS,cds-AQZ89650.1,AQZ89650.1,yfmG,hypothetical protein,down,224308.BSU07480,0,1020,"COG1262@1|root,COG1262@2|Bacteria,1TT4R@1239|Firmicutes,4HA8D@91061|Bacilli,1ZCIT@1386|Bacillus",91061|Bacilli,S,Sulfatase-modifying factor enzyme 1,pkn1,-,-,-,-,-,-,-,-,-,-,-,"DinB_2,FGE-sulfatase"
B4U62_04520,838.8278238390777,-7.133382713264366,0.8986718863504534,-7.937694303794626,2.0597422385102194e-15,6.598747744991932e-14,yes,yes,CP020102.1,CDS,cds-AQZ89707.1,AQZ89707.1,acoA,acetoin:2'6-dichlorophenolindophenol oxidoreductase subunit alpha,down,224308.BSU08060,1.36e-244,671,"COG1071@1|root,COG1071@2|Bacteria,1TQDG@1239|Firmicutes,4HBEA@91061|Bacilli,1ZAY4@1386|Bacillus",91061|Bacilli,C,"COG1071 Pyruvate 2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit",acoA,-,-,ko:K21416,-,-,-,-,"ko00000,ko01000",-,-,-,E1_dh
B4U62_04525,774.7546704248429,-4.793908980500644,0.6051404782220263,-7.9219770499995485,2.337634656547233e-15,7.380488549692967e-14,yes,yes,CP020102.1,CDS,cds-AQZ89708.1,AQZ89708.1,acoB,acetoin:2'6-dichlorophenolindophenol oxidoreductase subunit beta,down,224308.BSU08070,2.75e-244,671,"COG0022@1|root,COG0022@2|Bacteria,1TP3J@1239|Firmicutes,4HAP6@91061|Bacilli,1ZE4V@1386|Bacillus",91061|Bacilli,C,"COG0022 Pyruvate 2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, beta subunit",acoB,-,-,ko:K21417,-,-,-,-,"ko00000,ko01000",-,-,-,"Transket_pyr,Transketolase_C"
B4U62_04530,2150.141110329419,-3.939721429946102,0.4341376720193348,-9.074820463335977,1.1386506588366438e-19,5.4517592533530294e-18,yes,yes,CP020102.1,CDS,cds-AQZ89709.1,AQZ89709.1,acoC,dihydrolipoyllysine-residue acetyltransferase component of acetoin cleaving system,down,224308.BSU08080,4.19e-265,728,"COG0508@1|root,COG0508@2|Bacteria,1TR5N@1239|Firmicutes,4HDFT@91061|Bacilli,1ZB6D@1386|Bacillus",91061|Bacilli,C,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex,acoC,-,2.3.1.12,ko:K00627,"ko00010,ko00020,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00020,map00620,map01100,map01110,map01120,map01130,map01200",M00307,"R00209,R02569","RC00004,RC02742,RC02857","br01601,ko00000,ko00001,ko00002,ko01000",-,-,-,"2-oxoacid_dh,Biotin_lipoyl,E3_binding"
B4U62_04535,5639.678996474617,-5.2517099570412364,0.32737907847961156,-16.041678599105413,6.536348813219335e-58,7.119717944799161e-55,yes,yes,CP020102.1,CDS,cds-B4U62_04535,NA,acoL,dihydrolipoyl dehydrogenase,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_04540,607.2012894789227,-2.5338952302864657,0.3318154885346648,-7.636458567610684,2.2327806324784768e-14,6.157104566904256e-13,yes,yes,CP020102.1,CDS,cds-AQZ89710.1,AQZ89710.1,acoR,acetoin dehydrogenase operon transcriptional activator AcoR,down,224308.BSU08100,0,1205,"COG3284@1|root,COG3284@2|Bacteria,1VHQN@1239|Firmicutes,4HUF7@91061|Bacilli,1ZS1R@1386|Bacillus",91061|Bacilli,KQ,COG3284 Transcriptional activator of acetoin glycerol metabolism,acoR,-,-,ko:K21405,-,-,-,-,"ko00000,ko03000",-,-,-,"GAF,HTH_8,Sigma54_activat"
B4U62_04545,40.74064692753295,-3.5124297425988398,0.6732649711009094,-5.217009488634742,1.8183494833796e-7,1.965892977440426e-6,yes,yes,CP020102.1,CDS,cds-AQZ89711.1,AQZ89711.1,sspH,small' acid-soluble spore protein H,down,224308.BSU08110,8.16e-36,121,"2EH2H@1|root,33AUF@2|Bacteria,1VKXK@1239|Firmicutes,4HRIP@91061|Bacilli,1ZKGU@1386|Bacillus",91061|Bacilli,S,Belongs to the SspH family,sspH,-,-,ko:K06425,-,-,-,-,ko00000,-,-,-,SspH
B4U62_04995,8030.801963954621,-2.4443541125741413,0.61065856075233,-4.00281641767652,6.259287140359156e-5,3.814225744132146e-4,yes,yes,CP020102.1,CDS,cds-AQZ89781.1,AQZ89781.1,katA,Vegetative catalase,down,224308.BSU08820,0,999,"COG0753@1|root,COG0753@2|Bacteria,1TPPV@1239|Firmicutes,4H9XQ@91061|Bacilli,1ZB44@1386|Bacillus",91061|Bacilli,P,serves to protect cells from the toxic effects of hydrogen peroxide,katA,"GO:0000302,GO:0003674,GO:0003824,GO:0004096,GO:0004601,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009636,GO:0009987,GO:0010035,GO:0016209,GO:0016491,GO:0016684,GO:0016999,GO:0017001,GO:0017144,GO:0020037,GO:0042221,GO:0042493,GO:0042542,GO:0042737,GO:0042743,GO:0042744,GO:0044237,GO:0044248,GO:0044424,GO:0044464,GO:0046677,GO:0046906,GO:0048037,GO:0050896,GO:0051186,GO:0051187,GO:0051716,GO:0055114,GO:0070887,GO:0072593,GO:0097159,GO:0097237,GO:0098754,GO:0098869,GO:1901363,GO:1901700,GO:1990748",1.11.1.6,ko:K03781,"ko00380,ko00630,ko01110,ko01130,ko01200,ko04011,ko04016,ko04068,ko04146,ko04211,ko04212,ko04213,ko05014,map00380,map00630,map01110,map01130,map01200,map04011,map04016,map04068,map04146,map04211,map04212,map04213,map05014",M00532,"R00009,R00602,R02670","RC00034,RC00767,RC02141,RC02755","ko00000,ko00001,ko00002,ko01000",-,-,-,"Catalase,Catalase-rel"
B4U62_05025,3072.114251410283,-3.712633315224959,0.4090980008265001,-9.075168560404428,1.135016821439932e-19,5.4517592533530294e-18,yes,yes,CP020102.1,CDS,cds-AQZ89785.1,AQZ89785.1,rpsN,30S ribosomal protein S14,down,224308.BSU08880,1.38e-54,171,"COG0199@1|root,COG0199@2|Bacteria,1VEF6@1239|Firmicutes,4HKK1@91061|Bacilli,1ZHU3@1386|Bacillus",91061|Bacilli,J,"Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site",rpsN,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02954,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S14
B4U62_05165,818.1261378500176,-2.2626035378371303,0.25157071209671444,-8.993906798527842,2.385948050485964e-19,1.1194490581360172e-17,yes,yes,CP020102.1,CDS,cds-AQZ89811.1,AQZ89811.1,tcyP,L-cystine uptake protein TcyP,down,224308.BSU09130,4.34e-300,822,"COG1823@1|root,COG1823@2|Bacteria,1UPUK@1239|Firmicutes,4HAJY@91061|Bacilli,1ZB7C@1386|Bacillus",91061|Bacilli,U,Belongs to the dicarboxylate amino acid cation symporter (DAACS) (TC 2.A.23) family,tcyP,-,-,ko:K06956,-,-,-,-,ko00000,-,-,-,SDF
