locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,p_label,lfc_label,seqnames,type,ID,Name,gene,product,change,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,gene_emap,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
B4U62_00340,1013.1474298408918,-2.2963195005269914,0.2938179481037747,-7.815450061328266,5.476698789727252e-15,3.2934302329564156e-14,yes,yes,CP020102.1,CDS,cds-AQZ88969.1,AQZ88969.1,spoVT,stage V sporulation protein T,down,224308.BSU00560,5.8799999999999995e-121,345,"COG2002@1|root,COG2002@2|Bacteria,1V02A@1239|Firmicutes,4HDIW@91061|Bacilli,1ZAXU@1386|Bacillus",91061|Bacilli,K,stage V sporulation protein,spoVT,"GO:0003674,GO:0005488,GO:0005515,GO:0042802",-,ko:K04769,-,-,-,-,"ko00000,ko03000",-,-,-,"MazE_antitoxin,SpoVT_C"
B4U62_00345,60.17671611393531,2.3765301147263607,0.2889121408694496,8.225788322963695,1.9391120941395127e-16,1.2728824440703093e-15,yes,yes,CP020102.1,CDS,cds-AQZ88970.1,AQZ88970.1,yabM,hypothetical protein,up,224308.BSU00570,0,991,"COG2244@1|root,COG2244@2|Bacteria,1TNYX@1239|Firmicutes,4HACG@91061|Bacilli,1ZBBF@1386|Bacillus",91061|Bacilli,S,COG2244 Membrane protein involved in the export of O-antigen and teichoic acid,yabM,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",-,ko:K03328,-,-,-,-,ko00000,2.A.66.2,-,-,"Polysacc_synt,Polysacc_synt_C"
B4U62_00390,750.9893341387664,-3.5914894974590443,0.22370485384308658,-16.054589052315443,5.3089373325419035e-58,1.9181233744566032e-56,yes,yes,CP020102.1,CDS,cds-AQZ88977.1,AQZ88977.1,spoIIE,stage II sporulation protein E,down,224308.BSU00640,0,1556,"COG2208@1|root,COG2208@2|Bacteria,1TQ92@1239|Firmicutes,4HB0X@91061|Bacilli,1ZAYZ@1386|Bacillus",91061|Bacilli,KT,stage II sporulation protein E,spoIIE,"GO:0005575,GO:0005623,GO:0042601,GO:0042763,GO:0044464",3.1.3.16,ko:K06382,-,-,-,-,"ko00000,ko01000",-,-,-,SpoIIE
B4U62_00395,282.1124539873081,-3.451088850090771,0.33976581557970503,-10.15725741626643,3.076076463713378e-24,2.9398029687617747e-23,yes,yes,CP020102.1,CDS,cds-AQZ88978.1,AQZ88978.1,yabS,hypothetical protein,down,224308.BSU00650,1.13e-167,469,"COG2304@1|root,COG2304@2|Bacteria,1U1SJ@1239|Firmicutes,4HD70@91061|Bacilli,1ZC1N@1386|Bacillus",91061|Bacilli,S,protein containing a von Willebrand factor type A (vWA) domain,yabS,-,-,ko:K07114,-,-,-,-,"ko00000,ko02000","1.A.13.2.2,1.A.13.2.3",-,-,"VWA,VWA_2"
B4U62_00420,203.7847603264773,2.0305247762709278,0.29758435780299636,6.823358563809843,8.893630017057601e-12,4.29134547185711e-11,yes,yes,CP020102.1,CDS,cds-AQZ88983.1,AQZ88983.1,coaX,type III pantothenate kinase,up,224308.BSU00700,2.8199999999999998e-188,522,"COG1521@1|root,COG1521@2|Bacteria,1TR0X@1239|Firmicutes,4H9QA@91061|Bacilli,1ZBQ0@1386|Bacillus",91061|Bacilli,F,"Catalyzes the phosphorylation of pantothenate (Pan), the first step in CoA biosynthesis",coaX,-,2.7.1.33,ko:K03525,"ko00770,ko01100,map00770,map01100",M00120,"R02971,R03018,R04391","RC00002,RC00017","ko00000,ko00001,ko00002,ko01000",-,-,-,Pan_kinase
B4U62_00450,418.99872464280526,2.0977401319735427,0.21811897577195555,9.617412352819501,6.750803666455763e-22,5.736246939527611e-21,yes,yes,CP020102.1,CDS,cds-AQZ88989.1,AQZ88989.1,pabC,4-amino-4-deoxychorismate lyase,up,224308.BSU00760,2.2699999999999998e-216,596,"COG0115@1|root,COG0115@2|Bacteria,1TSIP@1239|Firmicutes,4HC7K@91061|Bacilli,1ZCRC@1386|Bacillus",91061|Bacilli,EH,4-amino-4-deoxychorismate lyase,pabC,-,4.1.3.38,ko:K02619,"ko00790,map00790",-,R05553,"RC01843,RC02148","ko00000,ko00001,ko01000",-,-,-,Aminotran_4
B4U62_00490,3350.2564419291666,-2.2707975240051574,0.5217523525538169,-4.352251624530878,1.3474648476591366e-5,3.560127100473962e-5,yes,yes,NA,NA,NA,NA,NA,NA,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_00510,100.57394253589108,2.381015035171079,0.6274405393839051,3.794805859227776,1.477590293332326e-4,3.452371852559862e-4,yes,yes,NA,NA,NA,NA,NA,NA,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_00515,29.1103685369972,2.2798431825004992,0.5183973740218201,4.397867922850507,1.0931946726308025e-5,2.926600677814028e-5,yes,yes,NA,NA,NA,NA,NA,NA,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_00545,1472.2766614230409,-3.0522062799433836,0.632685658438485,-4.824206522203228,1.405617157744038e-6,4.212694608021309e-6,yes,yes,NA,NA,NA,NA,NA,NA,down,1196031.ALEG01000035_gene864,3.62e-14,65.1,"29TAG@1|root,30EHH@2|Bacteria,1UCJJ@1239|Firmicutes,4IP1R@91061|Bacilli,1ZP94@1386|Bacillus",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B4U62_00550,7361.332354881382,-2.0520988758667666,0.465559982277655,-4.407807702516229,1.0442219115792721e-5,2.8022476902525876e-5,yes,yes,NA,NA,NA,NA,NA,NA,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_00665,14298.292203257315,2.0726997938586273,0.19541433019444018,10.606692926748309,2.773941048079359e-26,2.886977521701328e-25,yes,yes,CP020102.1,CDS,cds-AQZ89016.1,AQZ89016.1,rplA,50S ribosomal protein L1,up,224308.BSU01030,1.8199999999999997e-162,455,"COG0081@1|root,COG0081@2|Bacteria,1TPTS@1239|Firmicutes,4HAK4@91061|Bacilli,1ZB14@1386|Bacillus",91061|Bacilli,J,"Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release",rplA,"GO:0000470,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006139,GO:0006364,GO:0006396,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016070,GO:0016072,GO:0019538,GO:0022613,GO:0022625,GO:0022626,GO:0032991,GO:0034470,GO:0034641,GO:0034645,GO:0034660,GO:0042254,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02863,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_L1
B4U62_00725,1155.117045065144,2.0520959726316694,0.2579633223059556,7.9549912533604115,1.791441640480838e-15,1.1011295505251512e-14,yes,yes,CP020102.1,CDS,cds-AQZ89028.1,AQZ89028.1,rpsJ,30S ribosomal protein S10,up,1051501.AYTL01000005_gene335,2.58e-65,199,"COG0051@1|root,COG0051@2|Bacteria,1V6C9@1239|Firmicutes,4HIKH@91061|Bacilli,1ZGA6@1386|Bacillus",91061|Bacilli,J,Involved in the binding of tRNA to the ribosomes,rpsJ,"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0019538,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904",-,ko:K02946,"ko03010,map03010","M00178,M00179",-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,Ribosomal_S10
B4U62_00915,52.98744400134918,-3.200497014539625,0.3987180258641517,-8.02696845120836,9.991076440704688e-16,6.236003329001634e-15,yes,yes,CP020102.1,CDS,cds-AQZ89065.1,AQZ89065.1,ybaK,hypothetical protein,down,224308.BSU01520,2.5400000000000004e-91,268,"2BVDP@1|root,32QTK@2|Bacteria,1V9E2@1239|Firmicutes,4HJ1S@91061|Bacilli,1ZFUF@1386|Bacillus",91061|Bacilli,S,Protein of unknown function (DUF2521),ybaK,-,-,-,-,-,-,-,-,-,-,-,DUF2521
B4U62_00920,121.28750831971193,-2.927076375920402,0.3426165937086722,-8.54330009015647,1.3044207848069779e-17,9.18676064608908e-17,yes,yes,CP020102.1,CDS,cds-AQZ89066.1,AQZ89066.1,cwlD,N-acetylmuramoyl-L-alanine amidase,down,224308.BSU01530,2.2199999999999998e-170,475,"COG0860@1|root,COG0860@2|Bacteria,1TQ74@1239|Firmicutes,4HAV3@91061|Bacilli,1ZBJ8@1386|Bacillus",91061|Bacilli,M,n-acetylmuramoyl-L-alanine amidase,cwlD,"GO:0005575,GO:0005623,GO:0030288,GO:0030313,GO:0031975,GO:0042597,GO:0044464",3.5.1.28,ko:K01448,"ko01503,map01503",M00727,R04112,"RC00064,RC00141","ko00000,ko00001,ko00002,ko01000,ko01011,ko03036",-,-,-,Amidase_3
B4U62_00940,535.6824178686294,-2.8352054288727646,0.21949858523094135,-12.916736688255899,3.6217905398216767e-38,6.1667575321714676e-37,yes,yes,CP020102.1,CDS,cds-AQZ89070.1,AQZ89070.1,ybaN,polysaccharide deacetylase PdaB,down,224308.BSU01570,1.7499999999999996e-180,502,"COG0726@1|root,COG0726@2|Bacteria,1UZQS@1239|Firmicutes,4IPKY@91061|Bacilli,1ZRC8@1386|Bacillus",91061|Bacilli,G,Polysaccharide deacetylase,pdaB,"GO:0005575,GO:0005623,GO:0016020,GO:0042763,GO:0044464",-,-,-,-,-,-,-,-,-,-,Polysacc_deac_1
B4U62_00950,7724.152939138746,-2.1783144779407726,0.454225194172594,-4.795670750735743,1.6213139512700129e-6,4.81947772538056e-6,yes,yes,NA,NA,NA,NA,NA,NA,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_00990,1472.2766614230409,-3.0522062799433836,0.632685658438485,-4.824206522203228,1.405617157744038e-6,4.212694608021309e-6,yes,yes,NA,NA,NA,NA,NA,NA,down,1196031.ALEG01000035_gene864,3.62e-14,65.1,"29TAG@1|root,30EHH@2|Bacteria,1UCJJ@1239|Firmicutes,4IP1R@91061|Bacilli,1ZP94@1386|Bacillus",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B4U62_00995,7724.152939138746,-2.1783144779407726,0.454225194172594,-4.795670750735743,1.6213139512700129e-6,4.81947772538056e-6,yes,yes,NA,NA,NA,NA,NA,NA,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_01005,1472.2766614230409,-3.0522062799433836,0.632685658438485,-4.824206522203228,1.405617157744038e-6,4.212694608021309e-6,yes,yes,NA,NA,NA,NA,NA,NA,down,1196031.ALEG01000035_gene864,3.62e-14,65.1,"29TAG@1|root,30EHH@2|Bacteria,1UCJJ@1239|Firmicutes,4IP1R@91061|Bacilli,1ZP94@1386|Bacillus",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B4U62_01010,7724.152939138746,-2.1783144779407726,0.454225194172594,-4.795670750735743,1.6213139512700129e-6,4.81947772538056e-6,yes,yes,NA,NA,NA,NA,NA,NA,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_01025,298.87653083721267,2.468611638600974,0.2014963237887652,12.251397902370147,1.6512483840555571e-34,2.4542300397133432e-33,yes,yes,CP020102.1,CDS,cds-AQZ89072.1,AQZ89072.1,ybaR,sodium-independent anion transporter,up,224308.BSU01580,0,874,"COG0659@1|root,COG0659@2|Bacteria,1TPI4@1239|Firmicutes,4H9V4@91061|Bacilli,1ZCKC@1386|Bacillus",91061|Bacilli,P,COG0659 Sulfate permease and related transporters (MFS superfamily),ybaR,-,-,ko:K03321,-,-,-,-,"ko00000,ko02000",2.A.53.3,-,-,"STAS,Sulfate_transp"
B4U62_01060,726.4551580444462,-4.745766722052491,0.28525295249803745,-16.637046805274146,3.756953925517287e-62,1.5041354274773715e-60,yes,yes,CP020102.1,CDS,cds-AQZ89079.1,AQZ89079.1,ybbC,hypothetical protein,down,224308.BSU01650,3.6e-306,833,"COG3876@1|root,COG3876@2|Bacteria,1VRMG@1239|Firmicutes,4HA8F@91061|Bacilli,1ZBF3@1386|Bacillus",91061|Bacilli,S,protein conserved in bacteria,ybbC,-,-,-,-,-,-,-,-,-,-,-,DUF1343
B4U62_01065,397.89106748416543,-4.089343373946262,0.3352473538123658,-12.197988522334532,3.1859714820220256e-34,4.672758173632304e-33,yes,yes,CP020102.1,CDS,cds-AQZ89080.1,AQZ89080.1,ybbD,beta-hexosaminidase,down,224308.BSU01660,0,1244,"COG1472@1|root,COG1472@2|Bacteria,1TP63@1239|Firmicutes,4HBDB@91061|Bacilli,1ZCGR@1386|Bacillus",91061|Bacilli,G,Belongs to the glycosyl hydrolase 3 family,ybbD,-,3.2.1.52,ko:K01207,"ko00520,ko00531,ko01100,ko01501,map00520,map00531,map01100,map01501",M00628,"R00022,R05963,R07809,R07810,R10831",RC00049,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Big_2,Glyco_hydro_3,Glyco_hydro_3_C,Gram_pos_anchor,SLH"
B4U62_01070,354.05686159430087,-4.44458826145616,0.34168154019573443,-13.00798474190338,1.1021030899500087e-38,1.951293279576828e-37,yes,yes,CP020102.1,CDS,cds-AQZ89081.1,AQZ89081.1,ybbE,penicillin binding protein PBP4B,down,224308.BSU01670,0,884,"COG1680@1|root,COG1680@2|Bacteria,1U828@1239|Firmicutes,4HA0Q@91061|Bacilli,1ZBJ0@1386|Bacillus",91061|Bacilli,V,Belongs to the UPF0214 family,ybbE,-,3.4.16.4,ko:K21469,"ko00550,map00550",-,-,-,"ko00000,ko00001,ko01000,ko01002,ko01011",-,-,-,Beta-lactamase
B4U62_01075,289.2788833105884,-4.129724148845813,0.36264294796536056,-11.38785180303653,4.8069468192516225e-30,6.120937439757654e-29,yes,yes,CP020102.1,CDS,cds-AQZ89082.1,AQZ89082.1,ybbF,PTS sugar transporter subunit IIC,down,224308.BSU01680,7.289999999999999e-304,831,"COG1263@1|root,COG1264@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,1TP5X@1239|Firmicutes,4H9KS@91061|Bacilli,1ZE6P@1386|Bacillus",91061|Bacilli,G,phosphotransferase system,ybbF,"GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0008643,GO:0009401,GO:0015144,GO:0016020,GO:0016740,GO:0016772,GO:0016773,GO:0022804,GO:0022857,GO:0034219,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:0090563,GO:0090588",2.7.1.211,"ko:K02808,ko:K02809,ko:K02810","ko00500,ko02060,map00500,map02060",M00269,R00811,"RC00017,RC03206","ko00000,ko00001,ko00002,ko01000,ko02000","4.A.1.2.1,4.A.1.2.10,4.A.1.2.12,4.A.1.2.9",-,-,"PTS_EIIA_1,PTS_EIIB,PTS_EIIC"
B4U62_01080,113.57056557260748,-4.81434461098083,0.5114174179742236,-9.413728281001728,4.7884367972299086e-21,3.897401671591522e-20,yes,yes,CP020102.1,CDS,cds-AQZ89083.1,AQZ89083.1,ybbH,MurR/RpiR family transcriptional regulator,down,224308.BSU01690,3.8199999999999995e-194,539,"COG1737@1|root,COG1737@2|Bacteria,1TPIX@1239|Firmicutes,4HBJA@91061|Bacilli,1ZQ09@1386|Bacillus",91061|Bacilli,K,transcriptional,ybbH,"GO:0003674,GO:0003700,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0140110,GO:1903506,GO:2000112,GO:2001141",-,-,-,-,-,-,-,-,-,-,"HTH_6,SIS"
B4U62_01085,297.0895352358765,-3.55111193645414,0.24362013170941102,-14.576430574669791,3.967240322665509e-48,1.0351018721725821e-46,yes,yes,CP020102.1,CDS,cds-AQZ89084.1,AQZ89084.1,murQ,N-acetylmuramic acid 6-phosphate etherase,down,224308.BSU01700,4.04e-211,584,"COG2103@1|root,COG2103@2|Bacteria,1TPSF@1239|Firmicutes,4HBWP@91061|Bacilli,1ZCFF@1386|Bacillus",91061|Bacilli,G,"Specifically catalyzes the cleavage of the D-lactyl ether substituent of MurNAc 6-phosphate, producing GlcNAc 6- phosphate and D-lactate",murQ,-,4.2.1.126,ko:K07106,"ko00520,ko01100,map00520,map01100",-,R08555,"RC00397,RC00746","ko00000,ko00001,ko01000",-,-,-,"SIS,SIS_2"
B4U62_01115,31.00687719158551,2.266421998974704,0.6350324189115885,3.568986293422988,3.583651716220472e-4,7.950947691904033e-4,yes,yes,NA,NA,NA,NA,NA,NA,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_01125,5663.973450103008,-2.1605035681457436,0.363287603104421,-5.947088614319555,2.729536621717635e-9,1.080147884854245e-8,yes,yes,CP020102.1,CDS,cds-AQZ89087.1,AQZ89087.1,sigW,ECF RNA polymerase sigma factor SigW,down,224308.BSU01730,1.5999999999999999e-127,363,"COG1595@1|root,COG1595@2|Bacteria,1TS3M@1239|Firmicutes,4HC17@91061|Bacilli,1ZCZ4@1386|Bacillus",91061|Bacilli,K,Belongs to the sigma-70 factor family. ECF subfamily,sigW,-,-,ko:K03088,-,-,-,-,"ko00000,ko03021",-,-,-,"Sigma70_r2,Sigma70_r4_2"
B4U62_01135,2726.0219090636765,2.272578067370176,0.30479090017090793,7.456187393048331,8.906205131289167e-14,4.966019523644801e-13,yes,yes,CP020102.1,CDS,cds-AQZ89089.1,AQZ89089.1,ybbP,TIGR00159 family protein,up,224308.BSU01750,5.4299999999999995e-189,525,"COG1624@1|root,COG1624@2|Bacteria,1TPRW@1239|Firmicutes,4H9XZ@91061|Bacilli,1ZBIU@1386|Bacillus",91061|Bacilli,S,"Catalyzes the condensation of 2 ATP molecules into cyclic di-AMP (c-di-AMP), a second messenger used to regulate differing processes in different bacteria",dacA,"GO:0003674,GO:0003824,GO:0004016,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0009975,GO:0016020,GO:0016021,GO:0016829,GO:0016849,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0071944",2.7.7.85,ko:K18672,-,-,-,-,"ko00000,ko01000",-,-,-,DisA_N
B4U62_01150,26903.419590325928,2.157867228025424,0.25861498002677824,8.343937492723693,7.185698179241948e-17,4.860463121545087e-16,yes,yes,CP020102.1,CDS,cds-AQZ89092.1,AQZ89092.1,glmS,glutamine--fructose-6-phosphate aminotransferase,up,224308.BSU01780,0,1162,"COG0449@1|root,COG0449@2|Bacteria,1TPGU@1239|Firmicutes,4H9R4@91061|Bacilli,1ZBI5@1386|Bacillus",91061|Bacilli,M,"Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source",glmS,"GO:0003674,GO:0003824,GO:0004360,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006002,GO:0006040,GO:0006047,GO:0006139,GO:0006464,GO:0006486,GO:0006487,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008483,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009225,GO:0009987,GO:0016740,GO:0016769,GO:0019538,GO:0019637,GO:0034641,GO:0034645,GO:0036211,GO:0043170,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0055086,GO:0070085,GO:0070548,GO:0071704,GO:1901135,GO:1901137,GO:1901360,GO:1901564,GO:1901566,GO:1901576",2.6.1.16,ko:K00820,"ko00250,ko00520,ko01100,ko01130,ko04931,map00250,map00520,map01100,map01130,map04931",-,R00768,"RC00010,RC00163,RC02752","ko00000,ko00001,ko01000,ko01002",-,-,"iSB619.SA_RS11245,iYO844.BSU01780","GATase_6,SIS"
B4U62_01210,697.1071434226895,-5.613887397603661,0.49917015691696837,-11.246440356684767,2.4112820835829115e-29,2.960148502608414e-28,yes,yes,CP020102.1,CDS,cds-AQZ89104.1,AQZ89104.1,skfA,sporulation killing factor,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
