locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,p_label,lfc_label,seqnames,type,ID,Name,gene,product,change,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,gene_emap,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
B4U62_00055,11966.943617211482,0.6761456246323974,0.47615915669607434,1.4199992064081455,0.15560791209023878,0.278839339245573,no,no,NA,NA,NA,NA,NA,NA,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_00060,2.4029256589234596,0.603010442492938,1.6975617287654656,0.35522151110903705,0.7224236506873674,0.8276804457585836,no,no,NA,NA,NA,NA,NA,NA,up,1403313.AXBR01000002_gene4500,5.56e-19,77.4,"2DR8Z@1|root,33AQV@2|Bacteria,1VK7N@1239|Firmicutes,4HRWZ@91061|Bacilli,1ZISI@1386|Bacillus",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B4U62_00065,92.564684805288735,0.22811828743135598,0.4907922743457948,0.46479600302475815,0.6420775503731204,0.7710059375307613,no,no,CP020102.1,CDS,cds-AQZ88921.1,AQZ88921.1,yaaC,hypothetical protein,up,224308.BSU00080,4.4999999999999995e-234,643,"28JUG@1|root,2Z9JI@2|Bacteria,1UYYT@1239|Firmicutes,4HC3E@91061|Bacilli,1ZBYK@1386|Bacillus",91061|Bacilli,S,YaaC-like Protein,yaaC,-,-,-,-,-,-,-,-,-,-,-,YaaC
B4U62_00070,2846.878595133294,-0.8221837879339382,0.1787638444149693,-4.599273363272391,4.239671492435946e-6,2.8121044943858718e-5,yes,no,CP020102.1,CDS,cds-AQZ88922.1,AQZ88922.1,guaB,IMP dehydrogenase,down,224308.BSU00090,0,946,"COG0516@1|root,COG0517@1|root,COG0516@2|Bacteria,COG0517@2|Bacteria,1TNZ1@1239|Firmicutes,4H9V3@91061|Bacilli,1ZC91@1386|Bacillus",91061|Bacilli,F,"Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth",guaB,"GO:0003674,GO:0003824,GO:0003938,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006163,GO:0006164,GO:0006183,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009163,GO:0009165,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042451,GO:0042455,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046039,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659",1.1.1.205,ko:K00088,"ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110",M00050,"R01130,R08240","RC00143,RC02207","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,"CBS,IMPDH"
B4U62_00075,2689.502018015397,-0.7376371137632873,0.36073618090991066,-2.044810453730182,0.0408735487499039,0.09699622914646337,no,no,CP020102.1,CDS,cds-AQZ88923.1,AQZ88923.1,dacA,D-alanyl-D-alanine carboxypeptidase,down,224308.BSU00100,7.51e-305,860,"COG1686@1|root,COG1686@2|Bacteria,1TQN0@1239|Firmicutes,4HBD4@91061|Bacilli,1ZAS6@1386|Bacillus",91061|Bacilli,M,Belongs to the peptidase S11 family,dacA,"GO:0003674,GO:0003824,GO:0004175,GO:0004180,GO:0004185,GO:0005575,GO:0005618,GO:0005623,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008238,GO:0009002,GO:0016787,GO:0017171,GO:0019538,GO:0030312,GO:0043170,GO:0044238,GO:0044464,GO:0070008,GO:0070011,GO:0071704,GO:0071944,GO:0140096,GO:1901564",3.4.16.4,"ko:K01286,ko:K07258","ko00550,ko01100,map00550,map01100",-,-,-,"ko00000,ko00001,ko01000,ko01002,ko01011",-,-,-,"PBP5_C,Peptidase_S11"
B4U62_00080,1218.458318553817,-0.3166249838482761,0.18704934907367662,-1.6927350210855912,0.09050591599491319,0.18315495932668224,no,no,CP020102.1,CDS,cds-AQZ88924.1,AQZ88924.1,yaaD,pyridoxal 5'-phosphate synthase lyase subunit PdxS,down,224308.BSU00110,3.7e-202,560,"COG0214@1|root,COG0214@2|Bacteria,1TPSZ@1239|Firmicutes,4H9RA@91061|Bacilli,1ZB36@1386|Bacillus",91061|Bacilli,H,"Catalyzes the formation of pyridoxal 5'-phosphate from ribose 5-phosphate (RBP), glyceraldehyde 3-phosphate (G3P) and ammonia. The ammonia is provided by the PdxT subunit. Can also use ribulose 5-phosphate and dihydroxyacetone phosphate as substrates, resulting from enzyme-catalyzed isomerization of RBP and G3P, respectively",pdxS,"GO:0003674,GO:0005488,GO:0005515,GO:0042802",4.3.3.6,ko:K06215,"ko00750,map00750",-,R07456,"RC00010,RC01783,RC03043","ko00000,ko00001,ko01000",-,-,-,SOR_SNZ
B4U62_00085,958.8245875137718,-0.3278194582716178,0.25457089626713447,-1.2877334490256098,0.19783876570251208,0.33454926742083857,no,no,CP020102.1,CDS,cds-AQZ88925.1,AQZ88925.1,yaaE,pyridoxal 5'-phosphate synthase glutaminase subunit PdxT,down,224308.BSU00120,1.6599999999999998e-138,391,"COG0311@1|root,COG0311@2|Bacteria,1V3I6@1239|Firmicutes,4HFSZ@91061|Bacilli,1ZD5C@1386|Bacillus",91061|Bacilli,H,Catalyzes the hydrolysis of glutamine to glutamate and ammonia as part of the biosynthesis of pyridoxal 5'-phosphate. The resulting ammonia molecule is channeled to the active site of PdxS,pdxT,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006725,GO:0006732,GO:0006766,GO:0006767,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008614,GO:0009058,GO:0009108,GO:0009110,GO:0009987,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0032991,GO:0034641,GO:0042364,GO:0042802,GO:0042816,GO:0042819,GO:0042822,GO:0042823,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046184,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617,GO:1902494,GO:1903600",4.3.3.6,ko:K08681,"ko00750,map00750",-,R07456,"RC00010,RC01783,RC03043","ko00000,ko00001,ko01000",-,-,-,SNO
B4U62_00090,536.5654026712219,0.7036091923326885,0.38748782181042296,1.8158227245575909,0.06939757020858821,0.14978280816268383,no,no,CP020102.1,CDS,cds-AQZ88926.1,AQZ88926.1,serS,serine--tRNA ligase,up,224308.BSU00130,9.789999999999999e-296,808,"COG0172@1|root,COG0172@2|Bacteria,1TP4W@1239|Firmicutes,4H9Y4@91061|Bacilli,1ZCBQ@1386|Bacillus",91061|Bacilli,J,"Catalyzes the attachment of serine to tRNA(Ser). Is also able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec)",serS,-,6.1.1.11,ko:K01875,"ko00970,map00970","M00359,M00360","R03662,R08218","RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",-,-,-,"Seryl_tRNA_N,tRNA-synt_2b"
B4U62_00095,471.5367128080706,-0.38651476444818794,0.9550321873329012,-0.40471386155853006,0.6856878519051302,0.8035856576651894,no,no,NA,NA,NA,NA,NA,NA,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_00100,373.3063868738398,-0.7943327614553931,0.3734846650338024,-2.1268149292916796,0.03343546336194868,0.08216594736418165,no,no,CP020102.1,CDS,cds-AQZ88927.1,AQZ88927.1,dck,deoxyadenosine/deoxycytidine kinase,down,224308.BSU00140,3.7199999999999995e-159,445,"COG1428@1|root,COG1428@2|Bacteria,1TPJ1@1239|Firmicutes,4HA9N@91061|Bacilli,1ZBFB@1386|Bacillus",91061|Bacilli,F,Deoxycytidine kinase,dck,-,"2.7.1.74,2.7.1.76",ko:K15519,"ko00230,ko00240,ko01100,map00230,map00240,map01100",-,"R00185,R01666,R02089","RC00002,RC00017","ko00000,ko00001,ko01000",-,-,-,dNK
B4U62_00105,294.15430151083086,-0.9300335219301938,0.4237640359957113,-2.1946966777039245,0.028185363215855627,0.0719447180535683,no,no,CP020102.1,CDS,cds-AQZ88928.1,AQZ88928.1,dgk,deoxynucleoside kinase,down,224308.BSU00150,2.43e-150,422,"COG1428@1|root,COG1428@2|Bacteria,1TQKS@1239|Firmicutes,4HBWC@91061|Bacilli,1ZCAQ@1386|Bacillus",91061|Bacilli,F,Deoxyguanosine kinase,dgk,-,2.7.1.113,ko:K15518,"ko00230,map00230",-,R01967,"RC00002,RC00017","ko00000,ko00001,ko01000",-,-,-,dNK
B4U62_00110,1268.7625542861765,2.767533965664659,0.36168175463044605,7.65184842816423,1.981106732177448e-14,3.3097888412769095e-13,yes,yes,CP020102.1,CDS,cds-AQZ88929.1,AQZ88929.1,yaaH,germination protein,up,224308.BSU00160,3.13e-277,761,"COG1388@1|root,COG3858@1|root,COG1388@2|Bacteria,COG3858@2|Bacteria,1TQK2@1239|Firmicutes,4HBJC@91061|Bacilli,1ZBQC@1386|Bacillus",91061|Bacilli,M,Glycoside Hydrolase Family,yaaH,-,-,ko:K06306,-,-,-,-,ko00000,-,-,-,"Glyco_hydro_18,LysM"
B4U62_00115,293.73472791398876,-0.21563262524075666,0.4386610145177925,-0.4915700691519064,0.6230233067770244,0.7540075096179457,no,no,CP020102.1,CDS,cds-AQZ88930.1,AQZ88930.1,yaaI,isochorismatase,down,224308.BSU00170,2.91e-127,362,"COG1335@1|root,COG1335@2|Bacteria,1V5Y9@1239|Firmicutes,4HHKW@91061|Bacilli,1ZQ73@1386|Bacillus",91061|Bacilli,Q,COG1335 Amidases related to nicotinamidase,yaaI,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006206,GO:0006208,GO:0006212,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009112,GO:0009987,GO:0017144,GO:0019860,GO:0034641,GO:0042737,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044464,GO:0046113,GO:0046483,GO:0046700,GO:0055086,GO:0071704,GO:0072527,GO:0072529,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575",-,-,-,-,-,-,-,-,-,-,Isochorismatase
B4U62_00120,252.9557155504556,-0.6987843232642295,0.3204144320348251,-2.1808765567347486,0.029192548114212766,0.07400552414122165,no,no,CP020102.1,CDS,cds-AQZ88931.1,AQZ88931.1,tadA,tRNA-specific adenosine deaminase,down,224308.BSU00180,1.5499999999999997e-110,318,"COG0590@1|root,COG0590@2|Bacteria,1V3HZ@1239|Firmicutes,4HH7S@91061|Bacilli,1ZFRP@1386|Bacillus",91061|Bacilli,FJ,Catalyzes the deamination of adenosine to inosine at the wobble position 34 of tRNA(Arg2),tadA,"GO:0002097,GO:0002100,GO:0006139,GO:0006382,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016553,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:1901360",3.5.4.33,ko:K11991,-,-,R10223,RC00477,"ko00000,ko01000,ko03016",-,-,-,MafB19-deam
B4U62_00125,30807.286522356033,0.4179010709842781,0.86063011576275406,0.48557570009492784,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_00130,767.5903663497878,-0.07384688410761847,0.17182142089488478,-0.42978857771637097,0.6673494425007798,0.7883309203810381,no,no,CP020102.1,CDS,cds-AQZ88932.1,AQZ88932.1,dnaX,DNA polymerase III subunit gamma/tau,down,224308.BSU00190,0,1097,"COG2812@1|root,COG2812@2|Bacteria,1TPS9@1239|Firmicutes,4HAUE@91061|Bacilli,1ZB2M@1386|Bacillus",91061|Bacilli,L,"DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity",dnaX,"GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0034641,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901576",2.7.7.7,ko:K02343,"ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440",M00260,"R00375,R00376,R00377,R00378",RC02795,"ko00000,ko00001,ko00002,ko01000,ko03032,ko03400",-,-,-,"DNA_pol3_delta2,DNA_pol3_gamma3"
B4U62_00135,314.6013878738592,-0.25806136896369714,0.26609430085757,-0.969811710104334,0.3321403547952051,0.48762198107363447,no,no,CP020102.1,CDS,cds-AQZ88933.1,AQZ88933.1,yaaK,YbaB/EbfC family nucleoid-associated protein,down,224308.BSU00200,8.749999999999998e-55,172,"COG0718@1|root,COG0718@2|Bacteria,1VA1S@1239|Firmicutes,4HKH3@91061|Bacilli,1ZGZI@1386|Bacillus",91061|Bacilli,S,"Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection",yaaK,-,-,ko:K09747,-,-,-,-,ko00000,-,-,-,YbaB_DNA_bd
B4U62_00140,169.0655178771048,0.6111100311145173,0.19846183983731144,3.079231914888389,0.002075350578879575,0.007717872780368897,yes,no,CP020102.1,CDS,cds-AQZ88934.1,AQZ88934.1,recR,recombination protein RecR,up,224308.BSU00210,8.53e-142,400,"COG0353@1|root,COG0353@2|Bacteria,1TR87@1239|Firmicutes,4HAZR@91061|Bacilli,1ZBDK@1386|Bacillus",91061|Bacilli,L,May play a role in DNA repair. It seems to be involved in an RecBC-independent recombinational process of DNA repair. It may act with RecF and RecO,recR,-,-,ko:K06187,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko03400",-,-,-,"RecR,Toprim_4"
B4U62_00145,66.3674689033462,1.847591930920005,0.43475890771737047,4.249693101448985,2.140636022000096e-5,1.245155298660789e-4,yes,no,CP020102.1,CDS,cds-AQZ88935.1,AQZ88935.1,yaaL,hypothetical protein,up,224308.BSU00220,1.5499999999999998e-42,139,"2EHEM@1|root,33B6J@2|Bacteria,1VM3Z@1239|Firmicutes,4HR3I@91061|Bacilli,1ZIUR@1386|Bacillus",91061|Bacilli,S,Protein of unknown function (DUF2508),yaaL,-,-,-,-,-,-,-,-,-,-,-,DUF2508
B4U62_00150,133.58114007562494,2.7540363196133075,0.2536042717895741,10.859581741976509,1.795697713653201e-27,8.400084883657711e-26,yes,yes,CP020102.1,CDS,cds-AQZ88936.1,AQZ88936.1,bofA,sigma-K factor-processing regulatory protein BofA,up,224308.BSU00230,5.2999999999999995e-49,156,"2E9CH@1|root,333K6@2|Bacteria,1VG2H@1239|Firmicutes,4HNZC@91061|Bacilli,1ZIUF@1386|Bacillus",91061|Bacilli,S,Sigma-K factor-processing regulatory protein BofA,bofA,-,-,ko:K06317,-,-,-,-,ko00000,-,-,-,BofA
B4U62_00155,419.6213733530941,0.6428389598700488,0.4370134320121602,1.4709821547365194,0.14129594297576561,0.2588290068360686,no,no,NA,NA,NA,NA,NA,NA,up,1196031.ALEG01000035_gene864,3.62e-14,65.1,"29TAG@1|root,30EHH@2|Bacteria,1UCJJ@1239|Firmicutes,4IP1R@91061|Bacilli,1ZP94@1386|Bacillus",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B4U62_00160,1.0212011036820967,-1.0204483794731054,1.6846619079795244,-0.6057288852081697,0.5446947997058862,0.684759176773114,no,no,NA,NA,NA,NA,NA,NA,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_00165,30.027512038586487,-0.3721812867409027,0.5433684058044189,-0.6849520192288587,0.4933741987163413,0.6418486355665751,no,no,NA,NA,NA,NA,NA,NA,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_00170,3322.3333179531123,0.44045192240201625,0.5251208928629834,0.838762898959613,0.4016023741053508,0.5559985680051208,no,no,NA,NA,NA,NA,NA,NA,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_00175,2.4029256589234596,0.603010442492938,1.6975617287654656,0.35522151110903705,0.7224236506873674,0.8276804457585836,no,no,NA,NA,NA,NA,NA,NA,up,1403313.AXBR01000002_gene4500,5.56e-19,77.4,"2DR8Z@1|root,33AQV@2|Bacteria,1VK7N@1239|Firmicutes,4HRWZ@91061|Bacilli,1ZISI@1386|Bacillus",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B4U62_00180,29.651712157551046,2.3247245809651695,0.4859839412822477,4.783541972254235,1.7223290653347102e-6,1.2053591128106225e-5,yes,yes,CP020102.1,CDS,cds-AQZ88937.1,AQZ88937.1,csfB,protein CsfB,up,224308.BSU00240,2.21e-42,138,"2EIS2@1|root,33CHE@2|Bacteria,1VM34@1239|Firmicutes,4HR6Z@91061|Bacilli,1ZK09@1386|Bacillus",91061|Bacilli,S,Inhibitor of sigma-G Gin,csfB,-,-,-,-,-,-,-,-,-,-,-,Gin
