locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,p_label,lfc_label,seqnames,type,ID,Name,gene,product,change,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,gene_emap,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
B4U62_00055,11966.943617211482,-1.977958817781187,0.4763118421496852,-4.152655136295343,3.286398141635969e-5,8.31232404179297e-5,yes,no,NA,NA,NA,NA,NA,NA,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_00060,2.4029256589234596,2.9642303466750297,1.4363222458791682,2.063764141493634,0.039040084495280826,0.06070473600315885,no,yes,NA,NA,NA,NA,NA,NA,up,1403313.AXBR01000002_gene4500,5.56e-19,77.4,"2DR8Z@1|root,33AQV@2|Bacteria,1VK7N@1239|Firmicutes,4HRWZ@91061|Bacilli,1ZISI@1386|Bacillus",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B4U62_00065,92.564684805288735,-1.414650032853138,0.5051931593212036,-2.800216128725723,0.005106840183027504,0.009448292162104176,yes,no,CP020102.1,CDS,cds-AQZ88921.1,AQZ88921.1,yaaC,hypothetical protein,down,224308.BSU00080,4.4999999999999995e-234,643,"28JUG@1|root,2Z9JI@2|Bacteria,1UYYT@1239|Firmicutes,4HC3E@91061|Bacilli,1ZBYK@1386|Bacillus",91061|Bacilli,S,YaaC-like Protein,yaaC,-,-,-,-,-,-,-,-,-,-,-,YaaC
B4U62_00070,2846.878595133294,0.5392525015946636,0.1792945656903532,3.0076343893543767,0.0026328968306749178,0.005111661649418669,yes,no,CP020102.1,CDS,cds-AQZ88922.1,AQZ88922.1,guaB,IMP dehydrogenase,up,224308.BSU00090,0,946,"COG0516@1|root,COG0517@1|root,COG0516@2|Bacteria,COG0517@2|Bacteria,1TNZ1@1239|Firmicutes,4H9V3@91061|Bacilli,1ZC91@1386|Bacillus",91061|Bacilli,F,"Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth",guaB,"GO:0003674,GO:0003824,GO:0003938,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006163,GO:0006164,GO:0006183,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009163,GO:0009165,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016491,GO:0016614,GO:0016616,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034404,GO:0034641,GO:0034654,GO:0042278,GO:0042451,GO:0042455,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046039,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901068,GO:1901070,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659",1.1.1.205,ko:K00088,"ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110",M00050,"R01130,R08240","RC00143,RC02207","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,"CBS,IMPDH"
B4U62_00075,2689.502018015397,1.403962320172965,0.36079679977770224,3.891282630660772,9.971569788196769e-5,2.3824546311154e-4,yes,no,CP020102.1,CDS,cds-AQZ88923.1,AQZ88923.1,dacA,D-alanyl-D-alanine carboxypeptidase,up,224308.BSU00100,7.51e-305,860,"COG1686@1|root,COG1686@2|Bacteria,1TQN0@1239|Firmicutes,4HBD4@91061|Bacilli,1ZAS6@1386|Bacillus",91061|Bacilli,M,Belongs to the peptidase S11 family,dacA,"GO:0003674,GO:0003824,GO:0004175,GO:0004180,GO:0004185,GO:0005575,GO:0005618,GO:0005623,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008238,GO:0009002,GO:0016787,GO:0017171,GO:0019538,GO:0030312,GO:0043170,GO:0044238,GO:0044464,GO:0070008,GO:0070011,GO:0071704,GO:0071944,GO:0140096,GO:1901564",3.4.16.4,"ko:K01286,ko:K07258","ko00550,ko01100,map00550,map01100",-,-,-,"ko00000,ko00001,ko01000,ko01002,ko01011",-,-,-,"PBP5_C,Peptidase_S11"
B4U62_00080,1218.458318553817,0.3646070320688082,0.18793515820553758,1.9400682424203526,0.052371396905473495,0.07913583401833534,no,no,CP020102.1,CDS,cds-AQZ88924.1,AQZ88924.1,yaaD,pyridoxal 5'-phosphate synthase lyase subunit PdxS,up,224308.BSU00110,3.7e-202,560,"COG0214@1|root,COG0214@2|Bacteria,1TPSZ@1239|Firmicutes,4H9RA@91061|Bacilli,1ZB36@1386|Bacillus",91061|Bacilli,H,"Catalyzes the formation of pyridoxal 5'-phosphate from ribose 5-phosphate (RBP), glyceraldehyde 3-phosphate (G3P) and ammonia. The ammonia is provided by the PdxT subunit. Can also use ribulose 5-phosphate and dihydroxyacetone phosphate as substrates, resulting from enzyme-catalyzed isomerization of RBP and G3P, respectively",pdxS,"GO:0003674,GO:0005488,GO:0005515,GO:0042802",4.3.3.6,ko:K06215,"ko00750,map00750",-,R07456,"RC00010,RC01783,RC03043","ko00000,ko00001,ko01000",-,-,-,SOR_SNZ
B4U62_00085,958.8245875137718,0.7284531113235181,0.2550637666061325,2.8559646907762866,0.0042906284724827095,0.008045380983845215,yes,no,CP020102.1,CDS,cds-AQZ88925.1,AQZ88925.1,yaaE,pyridoxal 5'-phosphate synthase glutaminase subunit PdxT,up,224308.BSU00120,1.6599999999999998e-138,391,"COG0311@1|root,COG0311@2|Bacteria,1V3I6@1239|Firmicutes,4HFSZ@91061|Bacilli,1ZD5C@1386|Bacillus",91061|Bacilli,H,Catalyzes the hydrolysis of glutamine to glutamate and ammonia as part of the biosynthesis of pyridoxal 5'-phosphate. The resulting ammonia molecule is channeled to the active site of PdxS,pdxT,"GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0006725,GO:0006732,GO:0006766,GO:0006767,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008614,GO:0009058,GO:0009108,GO:0009110,GO:0009987,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0032991,GO:0034641,GO:0042364,GO:0042802,GO:0042816,GO:0042819,GO:0042822,GO:0042823,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046184,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:0072524,GO:0072525,GO:0090407,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617,GO:1902494,GO:1903600",4.3.3.6,ko:K08681,"ko00750,map00750",-,R07456,"RC00010,RC01783,RC03043","ko00000,ko00001,ko01000",-,-,-,SNO
B4U62_00090,536.5654026712219,-0.597965844951627,0.3887764943198295,-1.5380709834265507,0.12403125982062232,0.1705957655966715,no,no,CP020102.1,CDS,cds-AQZ88926.1,AQZ88926.1,serS,serine--tRNA ligase,down,224308.BSU00130,9.789999999999999e-296,808,"COG0172@1|root,COG0172@2|Bacteria,1TP4W@1239|Firmicutes,4H9Y4@91061|Bacilli,1ZCBQ@1386|Bacillus",91061|Bacilli,J,"Catalyzes the attachment of serine to tRNA(Ser). Is also able to aminoacylate tRNA(Sec) with serine, to form the misacylated tRNA L-seryl-tRNA(Sec), which will be further converted into selenocysteinyl-tRNA(Sec)",serS,-,6.1.1.11,ko:K01875,"ko00970,map00970","M00359,M00360","R03662,R08218","RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",-,-,-,"Seryl_tRNA_N,tRNA-synt_2b"
B4U62_00095,471.5367128080706,4.288176262863846,0.9519997698313398,4.504387919782331,6.656451742931976e-6,1.840776076265694e-5,yes,yes,NA,NA,NA,NA,NA,NA,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_00100,373.3063868738398,1.2696353913226124,0.3742254570439329,3.3927018256632424,6.920692757524779e-4,0.0014757945592341708,yes,no,CP020102.1,CDS,cds-AQZ88927.1,AQZ88927.1,dck,deoxyadenosine/deoxycytidine kinase,up,224308.BSU00140,3.7199999999999995e-159,445,"COG1428@1|root,COG1428@2|Bacteria,1TPJ1@1239|Firmicutes,4HA9N@91061|Bacilli,1ZBFB@1386|Bacillus",91061|Bacilli,F,Deoxycytidine kinase,dck,-,"2.7.1.74,2.7.1.76",ko:K15519,"ko00230,ko00240,ko01100,map00230,map00240,map01100",-,"R00185,R01666,R02089","RC00002,RC00017","ko00000,ko00001,ko01000",-,-,-,dNK
B4U62_00105,294.15430151083086,1.6445051303687424,0.4241186847904551,3.8774644677143737,1.0555073691867127e-4,2.513759243657959e-4,yes,no,CP020102.1,CDS,cds-AQZ88928.1,AQZ88928.1,dgk,deoxynucleoside kinase,up,224308.BSU00150,2.43e-150,422,"COG1428@1|root,COG1428@2|Bacteria,1TQKS@1239|Firmicutes,4HBWC@91061|Bacilli,1ZCAQ@1386|Bacillus",91061|Bacilli,F,Deoxyguanosine kinase,dgk,-,2.7.1.113,ko:K15518,"ko00230,map00230",-,R01967,"RC00002,RC00017","ko00000,ko00001,ko01000",-,-,-,dNK
B4U62_00110,1268.7625542861765,-4.691046923267664,0.36857634433082376,-12.727476940454736,4.160679823097105e-37,6.822900787396138e-36,yes,yes,CP020102.1,CDS,cds-AQZ88929.1,AQZ88929.1,yaaH,germination protein,down,224308.BSU00160,3.13e-277,761,"COG1388@1|root,COG3858@1|root,COG1388@2|Bacteria,COG3858@2|Bacteria,1TQK2@1239|Firmicutes,4HBJC@91061|Bacilli,1ZBQC@1386|Bacillus",91061|Bacilli,M,Glycoside Hydrolase Family,yaaH,-,-,ko:K06306,-,-,-,-,ko00000,-,-,-,"Glyco_hydro_18,LysM"
B4U62_00115,293.73472791398876,-0.41020041002146324,0.4415609452111765,-0.9289780141794127,0.35290048043584504,0.4235548542590653,no,no,CP020102.1,CDS,cds-AQZ88930.1,AQZ88930.1,yaaI,isochorismatase,down,224308.BSU00170,2.91e-127,362,"COG1335@1|root,COG1335@2|Bacteria,1V5Y9@1239|Firmicutes,4HHKW@91061|Bacilli,1ZQ73@1386|Bacillus",91061|Bacilli,Q,COG1335 Amidases related to nicotinamidase,yaaI,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006206,GO:0006208,GO:0006212,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009112,GO:0009987,GO:0017144,GO:0019860,GO:0034641,GO:0042737,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044464,GO:0046113,GO:0046483,GO:0046700,GO:0055086,GO:0071704,GO:0072527,GO:0072529,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575",-,-,-,-,-,-,-,-,-,-,Isochorismatase
B4U62_00120,252.9557155504556,0.8568948076482811,0.32255902798263064,2.6565519278983682,0.00789442917624986,0.014170923056894259,no,no,CP020102.1,CDS,cds-AQZ88931.1,AQZ88931.1,tadA,tRNA-specific adenosine deaminase,up,224308.BSU00180,1.5499999999999997e-110,318,"COG0590@1|root,COG0590@2|Bacteria,1V3HZ@1239|Firmicutes,4HH7S@91061|Bacilli,1ZFRP@1386|Bacillus",91061|Bacilli,FJ,Catalyzes the deamination of adenosine to inosine at the wobble position 34 of tRNA(Arg2),tadA,"GO:0002097,GO:0002100,GO:0006139,GO:0006382,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016553,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:1901360",3.5.4.33,ko:K11991,-,-,R10223,RC00477,"ko00000,ko01000,ko03016",-,-,-,MafB19-deam
B4U62_00125,30807.286522356033,2.5653624017052565,0.8606069594551686,2.980875733713949,NA,NA,NA,yes,NA,NA,NA,NA,NA,NA,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_00130,767.5903663497878,0.6570820384154004,0.17242708356007264,3.810782070013245,1.3852784917475904e-4,3.250357770499626e-4,yes,no,CP020102.1,CDS,cds-AQZ88932.1,AQZ88932.1,dnaX,DNA polymerase III subunit gamma/tau,up,224308.BSU00190,0,1097,"COG2812@1|root,COG2812@2|Bacteria,1TPS9@1239|Firmicutes,4HAUE@91061|Bacilli,1ZB2M@1386|Bacillus",91061|Bacilli,L,"DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity",dnaX,"GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0034641,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901576",2.7.7.7,ko:K02343,"ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440",M00260,"R00375,R00376,R00377,R00378",RC02795,"ko00000,ko00001,ko00002,ko01000,ko03032,ko03400",-,-,-,"DNA_pol3_delta2,DNA_pol3_gamma3"
B4U62_00135,314.6013878738592,0.5001408217978288,0.2678212925114229,1.8674423422719357,0.061839841482709226,0.09191179115356515,no,no,CP020102.1,CDS,cds-AQZ88933.1,AQZ88933.1,yaaK,YbaB/EbfC family nucleoid-associated protein,up,224308.BSU00200,8.749999999999998e-55,172,"COG0718@1|root,COG0718@2|Bacteria,1VA1S@1239|Firmicutes,4HKH3@91061|Bacilli,1ZGZI@1386|Bacillus",91061|Bacilli,S,"Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection",yaaK,-,-,ko:K09747,-,-,-,-,ko00000,-,-,-,YbaB_DNA_bd
B4U62_00140,169.0655178771048,-0.14636167701361325,0.20177474434598872,-0.7253716389928506,0.4682240671958538,0.537532357173437,no,no,CP020102.1,CDS,cds-AQZ88934.1,AQZ88934.1,recR,recombination protein RecR,down,224308.BSU00210,8.53e-142,400,"COG0353@1|root,COG0353@2|Bacteria,1TR87@1239|Firmicutes,4HAZR@91061|Bacilli,1ZBDK@1386|Bacillus",91061|Bacilli,L,May play a role in DNA repair. It seems to be involved in an RecBC-independent recombinational process of DNA repair. It may act with RecF and RecO,recR,-,-,ko:K06187,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko03400",-,-,-,"RecR,Toprim_4"
B4U62_00145,66.3674689033462,-1.8676263011331977,0.4499735739584199,-4.150524406808336,3.317143922316755e-5,8.385317173364995e-5,yes,no,CP020102.1,CDS,cds-AQZ88935.1,AQZ88935.1,yaaL,hypothetical protein,down,224308.BSU00220,1.5499999999999998e-42,139,"2EHEM@1|root,33B6J@2|Bacteria,1VM3Z@1239|Firmicutes,4HR3I@91061|Bacilli,1ZIUR@1386|Bacillus",91061|Bacilli,S,Protein of unknown function (DUF2508),yaaL,-,-,-,-,-,-,-,-,-,-,-,DUF2508
B4U62_00150,133.58114007562494,-4.401575600021369,0.32227069880050907,-13.658007434135417,1.8086528914291705e-42,3.773546220427809e-41,yes,yes,CP020102.1,CDS,cds-AQZ88936.1,AQZ88936.1,bofA,sigma-K factor-processing regulatory protein BofA,down,224308.BSU00230,5.2999999999999995e-49,156,"2E9CH@1|root,333K6@2|Bacteria,1VG2H@1239|Firmicutes,4HNZC@91061|Bacilli,1ZIUF@1386|Bacillus",91061|Bacilli,S,Sigma-K factor-processing regulatory protein BofA,bofA,-,-,ko:K06317,-,-,-,-,ko00000,-,-,-,BofA
B4U62_00155,419.6213733530941,-2.383658889373876,0.4428236745098298,-5.382862359408391,7.331059654367531e-8,2.5294432534168717e-7,yes,yes,NA,NA,NA,NA,NA,NA,down,1196031.ALEG01000035_gene864,3.62e-14,65.1,"29TAG@1|root,30EHH@2|Bacteria,1UCJJ@1239|Firmicutes,4IP1R@91061|Bacilli,1ZP94@1386|Bacillus",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B4U62_00160,1.0212011036820967,-0.3903024682840652,1.9596565996321071,-0.19916880761524133,0.8421306985013983,0.8745073879999508,no,no,NA,NA,NA,NA,NA,NA,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_00165,30.027512038586487,1.6593069198189538,0.5361907167774935,3.094620753211449,0.0019706469842345324,0.0039079099323691465,yes,no,NA,NA,NA,NA,NA,NA,up,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_00170,3322.3333179531123,-2.3099652971749776,0.5257987974618772,-4.393249486924627,1.1166885144012103e-5,2.985898771359193e-5,yes,yes,NA,NA,NA,NA,NA,NA,down,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B4U62_00175,2.4029256589234596,2.9642303466750297,1.4363222458791682,2.063764141493634,0.039040084495280826,0.06070473600315885,no,yes,NA,NA,NA,NA,NA,NA,up,1403313.AXBR01000002_gene4500,5.56e-19,77.4,"2DR8Z@1|root,33AQV@2|Bacteria,1VK7N@1239|Firmicutes,4HRWZ@91061|Bacilli,1ZISI@1386|Bacillus",91061|Bacilli,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
B4U62_00180,29.651712157551046,-3.9588288509385112,0.6209945942728835,-6.374981179302962,1.8298542162858465e-10,8.051358551657725e-10,yes,yes,CP020102.1,CDS,cds-AQZ88937.1,AQZ88937.1,csfB,protein CsfB,down,224308.BSU00240,2.21e-42,138,"2EIS2@1|root,33CHE@2|Bacteria,1VM34@1239|Firmicutes,4HR6Z@91061|Bacilli,1ZK09@1386|Bacillus",91061|Bacilli,S,Inhibitor of sigma-G Gin,csfB,-,-,-,-,-,-,-,-,-,-,-,Gin
